"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"6685","2016coi","","329.76723","18.18624","SN Ic-BL","0.0036","19922","2016-07-06 03:28:05.00","2457575.6445023","","LT","SPRAT","S. Prentice","S. Prentice","","Y","","","2016coi_2016-07-06_03-28-05_LT_SPRAT_None.txt","2016coi_2016-07-06_03-28-05_LT_SPRAT_None.fits","Object","High","","Air","Angstrom","1","Other","","150","1.8","","","","","","","4005.5799123157","7965.7232984693","9.1458276816481","Prentice et al. 2018","2018MNRAS.478.4162P","[Data obtained from:Prentice, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2016-05-27 15:01:20"
